iter	Logloss
283	0.01205139352
284	0.01193024476
285	0.01184935447
286	0.01173964942
287	0.01173481015
288	0.01163925267
289	0.0115721462
290	0.01137194028
291	0.01130136858
292	0.01129716713
293	0.01129405407
294	0.01128817879
295	0.01117750509
296	0.01117313648
297	0.01108893629
298	0.01108621805
299	0.01106272202
300	0.0110570514
301	0.0110511671
302	0.011048527
303	0.01104593171
304	0.0110434773
305	0.01102489236
306	0.01095393367
307	0.01093925997
308	0.01093411678
309	0.01090099195
310	0.01089672347
311	0.01089199641
312	0.01088786978
313	0.01088536032
314	0.01082392497
315	0.0107234134
316	0.01064474132
317	0.01064100481
318	0.01061608429
319	0.01059195121
320	0.01050203949
321	0.01049958632
322	0.01049424875
323	0.01048049542
324	0.01047692751
325	0.01046346602
326	0.0104588713
327	0.01045658538
328	0.01040043339
329	0.01036851896
330	0.01022856423
331	0.01021574114
332	0.01021220823
333	0.01020670941
334	0.01014794157
335	0.01014252312
336	0.01013936438
337	0.01008812235
338	0.01006100069
339	0.01004280011
340	0.01004072421
341	0.01003537938
342	0.009945518912
343	0.009940412379
344	0.009927534253
345	0.009878027769
346	0.009873899399
347	0.009868870077
348	0.00985149971
349	0.009840439184
350	0.009827616612
351	0.009821874171
352	0.009809125732
353	0.009804092157
354	0.009802060865
355	0.009800125398
356	0.009714936525
357	0.009663885183
358	0.009659763424
359	0.009656775552
360	0.009655030041
361	0.009602045266
362	0.009600251548
363	0.009579491351
364	0.009567825255
365	0.00956512526
366	0.009553301968
367	0.009548744606
368	0.009525144476
369	0.009521645944
370	0.00950051001
371	0.009483240064
372	0.009472889351
373	0.009416352561
374	0.009349745328
375	0.009345894635
376	0.009269077136
377	0.009267316321
378	0.009218683126
379	0.009216897065
380	0.009215243145
381	0.009212373965
382	0.009160608869
383	0.009096564128
384	0.009025115999
385	0.009018993578
386	0.009004880428
387	0.009003371036
388	0.008999323363
389	0.008995538467
390	0.008986092763
391	0.00898179107
392	0.008980284555
393	0.008976526812
394	0.008965562323
395	0.008949813418
396	0.008939210884
397	0.008880566622
398	0.008876849387
399	0.008875351203
400	0.008832733991
401	0.008829277893
402	0.008827723533
403	0.008826144611
404	0.008821573769
405	0.008817740571
406	0.008816350062
407	0.008749574521
408	0.008731347144
409	0.008727575135
410	0.008724051256
411	0.008722495914
412	0.00871190926
413	0.008702379106
414	0.008701030743
415	0.008670938147
416	0.008637231341
417	0.008608613835
418	0.008598592111
419	0.008597105937
420	0.008534678523
421	0.008532230005
422	0.008474403121
423	0.008464801844
424	0.008464847956
425	0.008430258762
426	0.008389186471
427	0.00828767534
428	0.008239493785
429	0.008180840262
430	0.008125953078
431	0.008114335563
432	0.008097270312
433	0.008096227279
434	0.008027799811
435	0.008026532871
436	0.008017507525
437	0.007967941374
438	0.00794376331
439	0.007926826377
440	0.00791819134
441	0.007907742115
442	0.007904538762
443	0.007851123867
444	0.007784508121
445	0.007781986648
446	0.007745436903
447	0.007715154517
448	0.00767242753
449	0.00763593671
450	0.007633432004
451	0.00762574612
452	0.007623044833
453	0.007620445082
454	0.007571981737
455	0.007538166758
456	0.007502088035
457	0.007453014818
458	0.007406479103
459	0.007404922469
460	0.007369628722
461	0.007334258929
462	0.007331906183
463	0.007323745778
464	0.007291211032
465	0.007290060055
466	0.007282758376
467	0.007281461729
468	0.007280331872
469	0.007277991541
470	0.007275521717
471	0.007275497089
472	0.007274384162
473	0.007230019663
474	0.007222090044
475	0.007220067738
476	0.007218178849
477	0.007210615801
478	0.007207731239
479	0.007205488855
480	0.007203611213
481	0.00717222926
482	0.007169868696
483	0.007167438881
484	0.007156417894
485	0.007152122068
486	0.007143123267
487	0.007136320702
488	0.007127737069
489	0.007122651297
490	0.007090612796
491	0.007080675477
492	0.007078457374
493	0.007047749824
494	0.007047749824
495	0.007047749824
496	0.007041476455
497	0.007041121429
498	0.007041009496
499	0.006988152364
500	0.00698815708
501	0.006954019443
502	0.006944865643
503	0.00691244346
504	0.00691060653
505	0.006907920758
506	0.006905806312
507	0.006902862431
508	0.006900673172
509	0.006884630506
510	0.00688461652
511	0.006855438839
512	0.006847504179
513	0.00681631464
514	0.006815730949
515	0.006809592505
516	0.006784577457
517	0.006782453376
518	0.006780309342
519	0.00678032349
520	0.006776686005
521	0.00673428079
522	0.006733303458
523	0.006692802103
524	0.006654174966
525	0.006654157311
526	0.006654151023
527	0.006648982947
528	0.006618907175
529	0.006618803424
530	0.006581838607
531	0.006580544013
532	0.006580604797
533	0.006580568117
534	0.006580540708
535	0.006580513824
536	0.006580436635
537	0.006580359245
538	0.006580361341
539	0.00658037428
540	0.00658034284
541	0.006580368516
542	0.006580399795
543	0.006580370451
544	0.006580372023
545	0.006580386171
546	0.006580388469
547	0.006580331353
548	0.00658017625
549	0.006580170326
550	0.006580154082
551	0.006574958127
552	0.006573619797
553	0.006573549058
554	0.006566741351
555	0.006533038521
556	0.006533017079
557	0.006533009743
558	0.006533042391
559	0.006532992088
560	0.006479049828
561	0.006479095416
562	0.006479088967
563	0.006479086871
564	0.006479072723
565	0.006479056116
566	0.006479058212
567	0.006479019275
568	0.006478961475
569	0.006478917459
570	0.006478924795
571	0.006478912059
572	0.006474043824
573	0.006474023388
574	0.006433652108
575	0.006431556645
576	0.006431540603
577	0.006431545319
578	0.006431574663
579	0.006431626014
580	0.006426948359
581	0.006425804956
582	0.006425778959
583	0.006421427121
584	0.006421398301
585	0.006421417689
586	0.006421422929
587	0.006417025571
588	0.006416963739
589	0.006416938587
590	0.006416961643
591	0.006412895747
592	0.006372984199
593	0.006373049698
594	0.006373003587
595	0.006372987867
596	0.006372992422
597	0.006373013382
598	0.006373015478
599	0.006367543236
600	0.006336806866
601	0.006334648886
602	0.00633461797
603	0.006298074836
604	0.00629805964
605	0.006298082172
606	0.006290745607
607	0.006289610469
608	0.00628846731
609	0.006288426438
610	0.006281237021
611	0.006281261649
612	0.006267168427
613	0.006265151378
614	0.0062641212
615	0.006264130108
616	0.006251112299
617	0.006250011221
618	0.006213319381
619	0.006197095961
620	0.006169005049
621	0.006123476191
622	0.006121768122
623	0.006117611159
624	0.006116262324
625	0.006083526085
626	0.006055245408
627	0.006054132962
628	0.006052951552
629	0.006036998833
630	0.006035651452
631	0.006003380482
632	0.005977072266
633	0.005952541611
634	0.005937134393
635	0.00591330624
636	0.005912504245
637	0.005910806817
638	0.005879767947
639	0.00587911404
640	0.00587176661
641	0.005870291077
642	0.005869304003
643	0.0058682756
644	0.005867364935
645	0.005865840586
646	0.005864243147
647	0.005863125395
648	0.005861528843
649	0.005859952957
650	0.005858361079
651	0.005857188874
652	0.005848982767
653	0.005847387601
654	0.00582879161
655	0.005800228305
656	0.005771597395
657	0.00577006692
658	0.005737889867
659	0.005698663291
660	0.005686364747
661	0.005655952104
662	0.005654936801
663	0.005648636871
664	0.005625182887
665	0.005603161016
666	0.005600094306
667	0.005598917933
668	0.005597585451
669	0.005572531123
670	0.005572387024
671	0.005566998221
672	0.005565947744
673	0.005557724373
674	0.005532888977
675	0.005531818518
676	0.005528300359
677	0.005526149835
678	0.005524796916
679	0.005521408252
680	0.00552053616
681	0.00551954496
682	0.005511338121
683	0.005492150061
684	0.005464809775
685	0.005464828114
686	0.005440110396
687	0.005404754515
688	0.005403865495
689	0.005390656518
690	0.005389559996
691	0.005388562347
692	0.005388514139
693	0.005385242581
694	0.005384443189
695	0.005382912029
696	0.005382143807
697	0.005372450771
698	0.005359701972
699	0.005327044493
700	0.005300930603
701	0.005300960995
702	0.005297007272
703	0.005296062505
704	0.005292324253
705	0.005292321633
706	0.005282697322
707	0.005282643713
708	0.005272006395
709	0.00527108678
710	0.00527108416
711	0.005267954284
712	0.005268012971
713	0.005248342047
714	0.00524701936
715	0.005227530241
716	0.005226037499
717	0.005226020731
718	0.005207117464
719	0.005206671584
720	0.005205430759
721	0.005205400367
722	0.005166412097
723	0.005165707845
724	0.005153286357
725	0.005153280069
726	0.005153318845
727	0.005153318845
728	0.005153251773
729	0.005153243753
730	0.005153245325
731	0.005153269953
732	0.005153329688
733	0.005153278861
734	0.005153279385
735	0.005153279587
736	0.005153281159
737	0.005153218279
738	0.005149931162
739	0.005149931162
740	0.005145585555
741	0.005145628523
742	0.005145597607
743	0.005145629571
744	0.005116380306
745	0.00511566701
746	0.005115387332
747	0.005099152922
748	0.00507487548
749	0.005053133264
