iter	Logloss
0	0.6312725677
1	0.5719292379
2	0.5216575579
3	0.4922253708
4	0.4540662023
5	0.4187181661
6	0.3836795827
7	0.3578442788
8	0.3387327057
9	0.3086030475
10	0.2836484754
11	0.2706986661
12	0.254084646
13	0.237726579
14	0.2255987906
15	0.2135705147
16	0.2007765118
17	0.1908119448
18	0.1805559598
19	0.1741950162
20	0.1693796963
21	0.1627575618
22	0.1573952483
23	0.1495754952
24	0.1425649495
25	0.1370871651
26	0.1327540807
27	0.1290630991
28	0.1254685813
29	0.1224057245
30	0.1189841447
31	0.114583289
32	0.1104005616
33	0.1080095269
34	0.1049106506
35	0.1029796743
36	0.09991285609
37	0.09817750919
38	0.09607244818
39	0.09425169094
40	0.0922051583
41	0.08907277311
42	0.08729782963
43	0.08572155672
44	0.08388334618
45	0.08236395904
46	0.08158551278
47	0.08148626934
48	0.0801733078
49	0.07852850678
50	0.07681820461
51	0.07501346181
52	0.07473961618
53	0.07347723629
54	0.07243786557
55	0.0710057413
56	0.06994667077
57	0.06917960468
58	0.06879104534
59	0.06810584341
60	0.06658952237
61	0.06499444673
62	0.06386113717
63	0.06237774313
64	0.06159003935
65	0.06084854181
66	0.05952273839
67	0.05880740898
68	0.05795591079
69	0.0571289071
70	0.05710053774
71	0.0565514965
72	0.05529926314
73	0.05503796602
74	0.05402128574
75	0.05323139372
76	0.05290910086
77	0.05217331734
78	0.05156813984
79	0.05081907188
80	0.04983897579
81	0.04939616747
82	0.0490468485
83	0.04849250131
84	0.04784515382
85	0.04711894957
86	0.04672944731
87	0.04578572856
88	0.04539718184
89	0.04458728439
90	0.04442477816
91	0.04414884846
92	0.04357453508
93	0.04297880185
94	0.04247258114
95	0.04173545787
96	0.04144691579
97	0.04106290115
98	0.04078120852
99	0.04039257784
100	0.04019634556
101	0.03967155038
102	0.03920310198
103	0.03859729937
104	0.03786624053
105	0.03726503867
106	0.03689966043
107	0.03669957088
108	0.03640137014
109	0.0361764905
110	0.03558248982
111	0.03539895101
112	0.03505250745
113	0.03467952422
114	0.03423041002
115	0.03393006146
116	0.03378113724
117	0.03317743758
118	0.03266956907
119	0.03218232135
120	0.03178050853
121	0.03127435786
122	0.03079238481
123	0.03053317769
124	0.03012004727
125	0.02987787674
126	0.02965572415
127	0.02958417332
128	0.02935871869
129	0.02922679089
130	0.02905610658
131	0.02895695107
132	0.02856568169
133	0.0283216759
134	0.0278263832
135	0.02761355181
136	0.02741242392
137	0.02715575746
138	0.02689639948
139	0.02682314216
140	0.02673353723
141	0.02650988956
142	0.02635703346
143	0.02627575866
144	0.02614135903
145	0.02603376118
146	0.02570712461
147	0.02548022199
148	0.02526328621
149	0.02504150627
150	0.02481109324
151	0.0245408566
152	0.02440280739
153	0.0242843457
154	0.02412186184
155	0.02385364404
156	0.02348722072
157	0.02314105712
158	0.02291505712
159	0.02273045485
160	0.02250005522
161	0.02234287049
162	0.02226016257
163	0.02200041249
164	0.021812196
165	0.02169878278
166	0.02156408571
167	0.0212619102
168	0.02110698031
169	0.02109000915
170	0.02072262663
171	0.02029935527
172	0.02025852199
173	0.02016847828
174	0.02014470823
175	0.01999070928
176	0.01997309097
177	0.01990432614
178	0.01963361893
179	0.01956489308
180	0.01936276598
181	0.01924400444
182	0.0192345042
183	0.01922567525
184	0.01902201506
185	0.01901356976
186	0.01900464638
187	0.01886295008
188	0.01882793855
189	0.01881992051
190	0.01872999446
191	0.01863950137
192	0.01862922646
193	0.01862152844
194	0.01848443663
195	0.01827283403
196	0.01809739229
197	0.01809008555
198	0.01784405606
199	0.01783668276
200	0.01778451766
201	0.01764130554
202	0.017593901
203	0.01758656458
204	0.01739875182
205	0.01738690111
206	0.0173722687
207	0.01736098495
208	0.01735441903
209	0.01734814395
210	0.01734151629
211	0.01727225721
212	0.01726130809
213	0.01725512642
214	0.01724893535
215	0.01724015611
216	0.01719195375
217	0.01718609245
218	0.01690755194
219	0.01678053945
220	0.01656288194
221	0.01651697645
222	0.0162681359
223	0.01623968907
224	0.01604674716
225	0.01598739457
226	0.01576140952
227	0.0156368145
228	0.01558730033
229	0.0154886612
230	0.01546988143
231	0.0152211167
232	0.01500864419
233	0.0148714688
234	0.01478833658
235	0.01464132339
236	0.01452618521
237	0.01449379414
238	0.01446509539
239	0.01443430538
240	0.0144251435
241	0.01440210892
242	0.01439502685
243	0.01424566166
244	0.01413940808
245	0.01413211827
246	0.01387816675
247	0.01384886779
248	0.01384236126
249	0.01383832674
250	0.01375602919
251	0.01374929488
252	0.01374306585
253	0.01363528533
254	0.01361892033
255	0.01358153647
256	0.0135558569
257	0.01354979667
258	0.01354579396
259	0.01352503119
260	0.01349260384
261	0.01345451231
262	0.01341834895
263	0.01339227444
264	0.01327050938
265	0.01324159911
266	0.01323609764
267	0.01320783161
268	0.01320141036
269	0.01318612778
270	0.01304643792
271	0.01296324996
272	0.01288619253
273	0.01286740796
274	0.01275560957
275	0.01272047256
276	0.01263325923
277	0.01253739768
278	0.0124441599
279	0.01241651201
280	0.01235574137
281	0.01225140095
282	0.01213550647
